ID_Venta;Fecha;ID_Cliente;ID_Producto;Unidades;Precio_Unitario;Descuento;Costo_Unitario;Canal;Estado
V00853;19/03/2023;C0011;P0033;32;164045.15;0.1;87592.08;Sucursal;Confirmada
V00955;27/02/2023;C0013;P0040;37;87011.39;0;59058.47;Sucursal;Confirmada
V00515;25/07/2024;C0052;P0037;32;29788.51;0.15;20637.97;Online;Confirmada
V00296;01/11/2024;C0039;P0020;2;77568.12;0;45649.19;online;Confirmada
V00188;16/08/2024;C0023;P0030;7;142896.99;0.05;79943.46;SUCURSAL;Confirmada
V00217;27/09/2025;C0012;P0039;15;33128.89;0;20257.15;Online;Confirmada
V01086;07/09/2025;C0059;P0015;37;109516.08;0.05;52751.77;Mayorista;Confirmada
V00902;01/08/2024;C0050;P0026;22;n/d;0;75912.18;Online;Confirmada
V00263;27/08/2025;C0034;P0021;6;49529.72;0.1;30386.28;online;Confirmada
V00536;01/04/2024;C0044;P0029;9;61972.69;0.05;35426.88;Online;Confirmada
V00883;17/01/2025;C0042;P0031;8;149577.74;0;85075.28;Mayorista;Confirmada
V01143;17/11/2025;C0045;P0019;34;45513.67;0;24035.97;Mayorista;Confirmada
V00646;04/06/2023;C0016;P0018;39;40354.28;0;27465.62;Mayorista;Confirmada
V00397;01/08/2025;C0044;P0010;16;28970.72;0.1;15802.18;Mayorista;Confirmada
V00534;23/04/2023;C0012;P0036;36;14308.06;0;9624.01;Sucursal;Confirmada
V00933;28/03/2025;C0022;P0019;11;45715.94;0.1;24035.97;online;Confirmada
V00688;10/11/2025;C0001;P0003;37;88931.37;0.1;59237.27;Sucursal;Confirmada
V00475;03/02/2024;C0057;P0021;28;48499.66;0;30386.28;online;Confirmada
V00048;08/05/2024;C0037;P0023;30;60283.51;0;40158.54;SUCURSAL;Confirmada
V00339;26/02/2025;C0034;P0002;20;76434.70;0.05;45022.51;Mayorista;Confirmada
V00894;14/01/2023;C0054;P0023;8;65228.96;0.05;40158.54;Mayorista;Confirmada
V00831;21/03/2025;C0003;P0031;6;139801.81;0.05;85075.28;Mayorista;Confirmada
V00304;26/05/2023;C0058;P0032;35;62510.97;0.1;41511.75;SUCURSAL;Confirmada
V00544;07/08/2025;C0021;P0027;14;121996.38;0;61799.54;online;Confirmada
V00031;28/11/2023;C0040;P0038;34;55495.25;0;30948.72;Mayorista;Confirmada
V00932;04/08/2025;C0013;P0027;24;109735.53;0.05;61799.54;Online;Confirmada
V00408;06/01/2024;C0020;P0011;11;68433.10;0.15;42100.64;online;Confirmada
V00903;02/06/2024;C0039;P0002;17;73905.34;0;45022.51;SUCURSAL;Confirmada
V01104;22/01/2025;C0021;P0011;36;79143.24;0.1;42100.64;SUCURSAL;Confirmada
V00991;22/06/2024;C0033;P0013;34;37532.06;0.05;26313.27;online;Confirmada
V00930;01/06/2025;C0027;P0034;34;132959.40;0;73820.76;SUCURSAL;Confirmada
V00313;18/08/2025;C0029;P0024;20;88698.55;0.1;54866.45;Online;Confirmada
V00553;05/06/2024;C0021;P0036;20;14793.82;0.1;9624.01;SUCURSAL;Confirmada
V00368;27/11/2025;C0009;P0011;20;74770.51;0;42100.64;SUCURSAL;Confirmada
V00395;29/07/2024;C0044;P0022;30;128090.93;0.1;77007.76;Mayorista;Confirmada
V00732;02/02/2025;C0023;P0021;8;47547.26;0.05;30386.28;SUCURSAL;Confirmada
V00886;29/07/2024;C0019;P0020;40;80310.21;0;45649.19;Mayorista;Confirmada
V00061;28/05/2025;C0012;P0011;21;71598.60;0;42100.64;Mayorista;Confirmada
V00578;04/05/2023;C0023;P0038;35;49518.95;0.15;30948.72;SUCURSAL;Confirmada
V00637;09/03/2024;C0040;P0028;18;131640.92;0.1;83697.81;SUCURSAL;Confirmada
V01096;02/08/2024;C0049;P0026;1;103967.43;0;75912.18;Sucursal;Confirmada
V00708;20/02/2025;C0028;P0028;1;135248.76;0.15;83697.81;Sucursal;Confirmada
V00796;07/06/2025;C0055;P0023;5;67462.32;0.1;40158.54;SUCURSAL;Confirmada
V01001;07/04/2024;C0048;P0026;36;112569.97;0;75912.18;SUCURSAL;Confirmada
V00276;14/09/2023;C0001;P0007;20;27684.46;0;18589.68;SUCURSAL;Confirmada
V01187;07/09/2024;C0051;P0033;37;144874.48;0.15;87592.08;Mayorista;Confirmada
V01099;19/04/2025;C0050;P0026;25;105840.30;0;75912.18;online;Confirmada
V00545;12/08/2024;C0016;P0038;32;52674.60;0;30948.72;Sucursal;Confirmada
V00389;18/03/2025;C0056;P0039;20;37978.57;0;20257.15;online;Confirmada
V01148;31/07/2025;C0057;P0025;30;68615.80;0.1;39839.56;Mayorista;Confirmada
V00028;02/02/2023;C0047;P0006;22;144945.57;0.05;82826.49;Sucursal;Confirmada
V00322;10/06/2023;C0033;P0019;21;42153.35;0;24035.97;Mayorista;Confirmada
V00018;04/06/2024;C0055;P0007;20;26056.80;0.05;18589.68;Sucursal;Confirmada
V00523;23/07/2025;C0017;P0008;37;148000.83;0.15;87430.92;Online;Confirmada
V00145;11/02/2023;C0006;P0019;23;42853.57;0;24035.97;SUCURSAL;Confirmada
V00711;07/02/2025;C0020;P0021;19;51387.88;0.05;30386.28;Online;Confirmada
V00700;15/11/2024;C0053;P0035;3;101356.59;0;69092.63;Sucursal;Confirmada
V00812;23/12/2023;C0001;P0021;13;52005.97;0.15;30386.28;online;Confirmada
V00817;23/12/2023;C0014;P0038;16;49247.62;0;30948.72;online;Confirmada
V00266;07/10/2023;C0025;P0024;24;87417.04;0.15;54866.45;online;Confirmada
V00159;13/03/2024;C0013;P0022;37;123535.99;0;77007.76;online;Confirmada
V00954;30/05/2023;C0036;P0017;7;33836.38;0;21329.37;online;Confirmada
V00689;26/08/2025;C0036;P0008;4;149464.19;0;87430.92;Sucursal;Confirmada
V00673;21/11/2024;C0030;P0014;17;12213.46;0.1;7133.98;online;Confirmada
V00752;02/02/2025;C0028;P0032;15;60710.57;0;41511.75;Mayorista;Confirmada
V00920;09/10/2025;C0034;P0032;4;67575.49;0;41511.75;Sucursal;Confirmada
V00813;03/12/2024;C0024;P0005;3;141516.03;0;76381.11;SUCURSAL;Confirmada
V00443;15/09/2023;C0045;P0034;30;142988.78;0.15;73820.76;Mayorista;Confirmada
V00158;20/01/2025;C0050;P0010;18;25167.91;0;15802.18;Mayorista;Confirmada
V00246;12/12/2025;C0013;P0027;38;125117.98;0;61799.54;Online;Confirmada
V00657;28/11/2025;C0049;P0020;18;81477.04;0.15;45649.19;SUCURSAL;Confirmada
V00453;29/04/2024;C0016;P0018;16;35150.37;0.15;27465.62;Sucursal;Confirmada
V00520;13/05/2024;C0031;P0040;;88525.64;0;59058.47;SUCURSAL;Confirmada
V00508;06/05/2023;C0025;P0030;31;136430.69;0.1;79943.46;SUCURSAL;Confirmada
V01068;26/05/2025;C0043;P0026;23;106890.65;0.15;75912.18;SUCURSAL;Confirmada
V00174;24/02/2023;C0026;P0040;28;78472.12;0.05;59058.47;Mayorista;Confirmada
V00517;26/03/2023;C0003;P0011;26;67887.03;0.05;42100.64;Sucursal;Confirmada
V00602;15/07/2024;C0019;P0003;29;97409.21;0.15;59237.27;Mayorista;Confirmada
V00729;28/10/2024;C0049;P0012;30;89411.16;0;62788.01;online;Confirmada
V01107;26/03/2023;C0017;P0022;3;140452.55;0.15;77007.76;Sucursal;Confirmada
V01184;06/09/2023;C0002;P0039;27;38110.30;0;20257.15;Mayorista;Confirmada
V00228;15/12/2024;C0039;P0022;2;133669.14;0.05;77007.76;online;Confirmada
V00533;08/11/2023;C0037;P0004;24;75525.86;0;45750.64;SUCURSAL;Confirmada
V00856;30/01/2023;C0034;P0015;40;105642.57;0;52751.77;Sucursal;Confirmada
V00873;09/09/2024;C0036;P0030;26;147281.64;0;79943.46;Sucursal;Confirmada
V01063;09/03/2024;C0049;P0016;4;7163.94;0.1;5355.27;Mayorista;Confirmada
V00968;08/07/2024;C0034;P0013;13;35337.67;0;26313.27;Online;Confirmada
V00212;01/09/2025;C0044;P0035;28;92291.65;0;69092.63;Online;Confirmada
V00034;21/06/2025;C0048;P0019;21;43925.91;0.05;24035.97;online;Confirmada
V00542;27/07/2024;C0060;P0007;20;28016.37;0;18589.68;Sucursal;Confirmada
V00891;06/03/2023;C0058;P0004;;80896.49;0.15;45750.64;SUCURSAL;Confirmada
V00805;22/05/2023;C0010;P0002;17;81318.57;0.15;45022.51;SUCURSAL;Confirmada
V00834;04/01/2025;C0007;P0023;23;62538.30;0;40158.54;SUCURSAL;Confirmada
V00401;21/11/2024;C0036;P0032;24;61016.22;0;41511.75;Sucursal;Confirmada
V00361;21/08/2025;C0034;P0010;40;25686.58;0.05;15802.18;online;Confirmada
V00972;11/07/2025;C0021;P0006;14;151168.92;0.15;82826.49;Sucursal;Confirmada
V00848;16/03/2023;C0011;P0010;30;28891.65;0;15802.18;Sucursal;Confirmada
V00290;28/12/2025;C0008;P0001;21;127187.21;0.1;88805.39;SUCURSAL;Confirmada
V01065;04/12/2023;C0049;P0030;26;151165.14;0;79943.46;online;Confirmada
V00548;05/10/2023;C0020;P0012;5;88192.14;0;62788.01;Online;Confirmada
V00346;21/07/2023;C0032;P0009;22;39676.45;0.15;24765.50;Sucursal;Confirmada
V00653;01/08/2024;C0040;P0003;33;101027.12;0;59237.27;online;Confirmada
V00854;02/01/2025;C0032;P0003;33;94677.67;0.05;59237.27;online;Confirmada
V00524;05/11/2025;C0039;P0037;11;29471.35;0.15;20637.97;online;Confirmada
V00615;05/05/2025;C0039;P0032;16;63379.15;0;41511.75;Online;Confirmada
V00068;27/05/2023;C0005;P0011;21;71861.22;0.1;42100.64;SUCURSAL;Confirmada
V00540;12/06/2025;C0056;P0032;35;59714.23;0;41511.75;online;Confirmada
V00003;04/04/2025;C0054;P0037;22;28377.60;0;20637.97;Sucursal;Confirmada
V00226;09/04/2023;C0055;P0024;35;86108.12;0.05;54866.45;Sucursal;Confirmada
V00863;16/09/2023;C0029;P0039;35;37839.91;0;20257.15;Sucursal;Confirmada
V00871;17/09/2025;C0020;P0022;21;142059.93;0;77007.76;Mayorista;Confirmada
V00939;02/12/2023;C0027;P0024;39;78133.10;0.05;54866.45;Mayorista;Confirmada
V00837;14/01/2025;C0012;P0015;11;101365.83;0;52751.77;Online;Confirmada
V00178;22/11/2024;C0007;P0022;35;129245.65;0.05;77007.76;Online;Confirmada
V00879;26/03/2025;C0028;P0004;21;82791.24;0;45750.64;Sucursal;Confirmada
V00652;16/06/2023;C0060;P0026;18;106650.32;0;75912.18;Online;Confirmada
V00182;17/09/2024;C0034;P0038;33;51020.45;0.1;30948.72;Sucursal;Confirmada
V00103;21/12/2024;C0001;P0005;4;135024.64;0;76381.11;Online;Confirmada
V00751;20/08/2023;C0021;P0028;39;135377.79;0.15;83697.81;Sucursal;Confirmada
V00697;07/09/2024;C0036;P0003;36;90471.40;0;59237.27;Online;Confirmada
V00519;24/11/2024;C0015;P0032;5;63643.87;0;41511.75;Online;Confirmada
V01175;14/06/2024;C0056;P0004;1;82268.55;0.1;45750.64;Sucursal;Confirmada
V00611;14/11/2023;C0019;P0028;21;143868.75;0.05;83697.81;Sucursal;Confirmada
V00726;03/01/2023;C0046;P0040;15;87593.60;0;59058.47;Mayorista;Confirmada
V00759;16/12/2023;C0048;P0027;13;127613.92;0;61799.54;SUCURSAL;Confirmada
V01126;07/11/2023;C0018;P0032;28;66961.31;0;41511.75;Mayorista;Confirmada
V00412;17/12/2023;C0036;P0017;35;34216.29;0.05;21329.37;SUCURSAL;Confirmada
V01174;22/03/2023;C0052;P0034;18;135330.96;0;73820.76;online;Confirmada
V00800;09/12/2024;C0041;P0005;30;147599.45;0.15;76381.11;Mayorista;Confirmada
V00518;10/04/2023;C0037;P0021;32;47091.33;0.1;30386.28;SUCURSAL;Confirmada
V00731;15/03/2023;C0031;P0027;22;113384.51;0;61799.54;SUCURSAL;Confirmada
V00371;29/08/2025;C0034;P0004;12;80319.16;0.1;45750.64;Mayorista;Confirmada
V00958;07/10/2025;C0059;P0022;19;131799.86;0;77007.76;Online;Confirmada
V00503;11/04/2025;C0004;P0017;38;33819.94;0;21329.37;Online;Confirmada
V00280;21/04/2025;C0009;P0017;28;36258.29;0.1;21329.37;Mayorista;Confirmada
V01170;04/03/2024;C0019;P0007;18;27369.04;0;18589.68;Sucursal;Confirmada
V00089;20/07/2023;C0049;P0023;18;65266.00;0.05;40158.54;Sucursal;Confirmada
V00777;20/06/2023;C0027;P0033;20;168342.28;0.15;87592.08;online;Confirmada
V00635;16/10/2024;C0059;P0009;37;40425.69;0;24765.50;online;Confirmada
V00659;26/03/2025;C0014;P0008;3;170509.55;0;87430.92;Sucursal;Confirmada
V00261;28/03/2023;C0025;P0036;40;15242.22;0.05;9624.01;Online;Confirmada
V01012;25/01/2025;C0056;P0020;16;n/d;0.15;45649.19;online;Confirmada
V01023;04/02/2023;C0001;P0008;19;158412.46;0.1;87430.92;Sucursal;Confirmada
V00214;06/06/2023;C0031;P0005;29;154168.44;0;76381.11;Sucursal;Confirmada
V01060;30/06/2024;C0045;P0030;40;154674.29;0.05;79943.46;Mayorista;Confirmada
V00074;29/10/2024;C0040;P0030;6;136123.72;0;79943.46;online;Confirmada
V00836;02/05/2023;C0016;P0031;37;142036.04;0;85075.28;Sucursal;Anulada
V00405;10/05/2024;C0030;P0001;15;134753.90;0;88805.39;Mayorista;Confirmada
V00242;03/12/2024;C0032;P0002;23;79968.05;0.15;45022.51;Sucursal;Confirmada
V01123;05/09/2023;C0023;P0039;29;36109.16;0.15;20257.15;online;Confirmada
V00694;19/01/2025;;P0026;35;107058.78;0.15;75912.18;Sucursal;Confirmada
V00148;20/02/2025;C0024;P0035;17;94315.18;0.05;69092.63;online;Confirmada
V00884;28/08/2024;C0042;P0012;29;88999.01;0.15;62788.01;Sucursal;Confirmada
V00639;10/01/2024;C0047;P0020;17;75816.31;0.05;45649.19;Mayorista;Confirmada
V00888;20/10/2023;C0007;P0013;28;35060.26;0.15;26313.27;SUCURSAL;Confirmada
V00992;21/09/2025;C0039;P0018;12;35575.63;0;27465.62;online;Confirmada
V00976;30/04/2024;C0032;P0005;7;147162.46;0.1;76381.11;SUCURSAL;Confirmada
V00719;25/01/2025;C0019;P0040;39;86352.25;0.1;59058.47;SUCURSAL;Confirmada
V00684;30/08/2024;C0042;P0036;13;13579.94;0;9624.01;SUCURSAL;Anulada
V00140;24/10/2024;C0059;P0011;34;68320.98;0.1;42100.64;Sucursal;Confirmada
V00665;26/09/2024;C0024;P0004;30;81478.59;0;45750.64;Mayorista;Confirmada
V00173;14/02/2024;C0056;P0039;1;33719.24;0.15;20257.15;Online;Confirmada
V00029;21/04/2023;C0025;P0024;33;79129.11;0.15;54866.45;Mayorista;Confirmada
V00830;14/03/2023;C0024;P0005;24;139348.59;0.15;76381.11;Mayorista;Confirmada
V00827;03/07/2025;C0043;P0024;10;84877.79;0;54866.45;Online;Confirmada
V00352;27/01/2025;C0045;P0029;36;61606.04;0;35426.88;online;Confirmada
V00416;15/02/2024;C0036;P0001;37;140349.36;0;88805.39;SUCURSAL;Confirmada
V00579;24/10/2024;C0045;P0023;9;58140.38;0;40158.54;Sucursal;Confirmada
V01073;26/12/2025;C0028;P0001;16;129490.35;0;88805.39;Online;Confirmada
V00269;08/01/2023;C0053;P0014;22;13122.99;0;7133.98;Online;Confirmada
V00457;22/07/2024;C0049;P0009;18;42500.51;0;24765.50;SUCURSAL;Confirmada
V01045;17/06/2024;C0017;P0040;24;83769.82;0;59058.47;online;Confirmada
V00303;26/04/2024;C0038;P0006;28;143638.92;0.1;82826.49;Mayorista;Confirmada
V01019;20/01/2023;;P0020;17;79294.35;0;45649.19;Online;Confirmada
V00790;13/01/2025;C0060;P0012;33;95466.03;0;62788.01;Mayorista;Confirmada
V00840;27/02/2023;C0003;P0027;19;117348.72;0.1;61799.54;SUCURSAL;Confirmada
V00043;30/01/2023;C0032;P0003;2;92500.39;0.1;59237.27;Online;Confirmada
V00414;05/07/2023;C0016;P0011;35;78009.03;0.1;42100.64;SUCURSAL;Confirmada
V00909;02/03/2025;C0038;P0031;21;148873.38;0;85075.28;Online;Confirmada
V00581;07/05/2023;C0007;P0030;37;133290.35;0;79943.46;Mayorista;Confirmada
V00248;02/08/2023;C0018;P0035;35;98098.62;0.05;69092.63;Mayorista;Confirmada
V00499;22/10/2024;C0032;P0022;4;135154.92;0;77007.76;SUCURSAL;Confirmada
V00619;29/11/2025;C0038;P0016;29;6994.58;0.1;5355.27;Sucursal;Confirmada
V01087;05/04/2024;C0024;P0023;9;59802.18;0;40158.54;online;Confirmada
V00730;24/08/2024;C0022;P0004;10;75877.59;0;45750.64;Online;Confirmada
V00498;08/11/2023;C0036;P0034;22;127661.06;0.05;73820.76;Sucursal;Confirmada
V00781;17/05/2023;C0006;P0012;11;100138.25;0;62788.01;online;Confirmada
V00546;19/03/2024;C0018;P0009;6;41320.65;0.1;24765.50;Mayorista;Confirmada
V01088;30/12/2025;C0035;P0018;35;40048.05;0;27465.62;online;Confirmada
V00601;08/02/2024;C0047;P0014;17;12806.33;0.1;7133.98;online;Confirmada
V00936;04/12/2023;C0031;P0016;5;7887.81;0.1;5355.27;online;Confirmada
V01147;23/07/2024;C0001;P0036;31;15236.93;0.15;9624.01;Sucursal;Confirmada
V00560;25/06/2024;C0057;P0008;26;170328.67;0.1;87430.92;Mayorista;Confirmada
V00120;20/08/2024;C0010;P0027;12;125143.29;0;61799.54;online;Confirmada
V01077;06/05/2025;C0055;P0035;38;102461.71;0;69092.63;online;Confirmada
V00347;31/01/2025;C0036;P0020;14;84375.40;0;45649.19;Mayorista;Confirmada
V00363;28/11/2023;C0002;P0040;18;88809.02;0;59058.47;online;Confirmada
V01171;25/04/2023;C0009;P0011;6;77566.19;0.05;42100.64;Sucursal;Confirmada
V00496;12/01/2023;C0034;P0023;23;64428.13;0.05;40158.54;Sucursal;Confirmada
V00644;17/03/2023;C0003;P0028;39;143249.11;0.05;83697.81;SUCURSAL;Confirmada
V00084;30/06/2024;C0032;P0037;39;28570.67;0;20637.97;Mayorista;Confirmada
V00539;05/11/2025;C0012;P0039;18;35591.19;0.1;20257.15;Sucursal;Confirmada
V01029;08/11/2025;C0004;P0038;34;50571.95;0.15;30948.72;online;Confirmada
V00906;13/02/2023;C0054;P0039;40;36338.66;0.05;20257.15;Online;Confirmada
V01055;27/12/2025;C0012;P0002;27;83871.40;0;45022.51;SUCURSAL;Confirmada
V00134;19/09/2025;;P0019;24;41115.61;0;24035.97;SUCURSAL;Confirmada
V00250;21/03/2023;C0005;P0019;1;44900.34;0.1;24035.97;SUCURSAL;Confirmada
V01131;05/05/2024;C0031;P0002;38;81016.70;0.1;45022.51;Sucursal;Confirmada
V00318;22/10/2024;C0009;P0040;20;81135.98;0.1;59058.47;Sucursal;Confirmada
V00915;17/09/2025;C0044;P0017;36;33302.12;0.15;21329.37;Online;Confirmada
V00922;08/02/2025;C0018;P0011;14;68051.89;0;42100.64;Sucursal;Confirmada
V00135;16/10/2023;C0008;P0036;40;15069.08;0.15;9624.01;Sucursal;Confirmada
V00016;14/01/2025;C0051;P0039;30;35687.86;0.1;20257.15;Online;Confirmada
V00050;16/06/2023;C0037;P0018;39;39197.25;0.15;27465.62;SUCURSAL;Confirmada
V01135;27/01/2024;C0010;P0004;12;81934.41;0.1;45750.64;Sucursal;Confirmada
V00118;08/08/2023;C0042;P0026;29;99884.75;0.15;75912.18;Mayorista;Confirmada
V00385;01/07/2025;;P0001;33;135098.24;0;88805.39;SUCURSAL;Confirmada
V00929;05/12/2024;C0010;P0024;20;85419.83;0;54866.45;Mayorista;Confirmada
V00125;29/08/2024;C0058;P0002;2;75395.10;0.05;45022.51;Sucursal;Confirmada
V00278;31/10/2023;C0014;P0018;16;39299.85;0.1;27465.62;SUCURSAL;Confirmada
V00658;12/03/2024;C0020;P0036;19;15493.87;0.1;9624.01;online;Confirmada
V00969;31/01/2023;C0031;P0002;11;75023.27;0;45022.51;Sucursal;Confirmada
V00970;11/06/2023;C0014;P0026;15;103804.05;0.1;75912.18;Online;Confirmada
V00282;18/01/2024;C0060;P0015;19;104007.77;0;52751.77;Online;Confirmada
V01159;03/02/2024;C0025;P0021;21;54166.57;0;30386.28;Online;Confirmada
V00233;30/12/2025;C0004;P0014;40;12051.49;0.15;7133.98;Sucursal;Confirmada
V00774;24/11/2024;C0020;P0010;5;25978.93;0;15802.18;Online;Confirmada
V00383;24/11/2025;C0041;P0005;4;151107.72;0.1;76381.11;Online;Confirmada
V00433;28/10/2025;C0017;P0024;29;84142.39;0.15;54866.45;SUCURSAL;Confirmada
V00776;15/02/2024;C0060;P0012;19;90626.71;0;62788.01;Sucursal;Confirmada
V00825;29/11/2024;C0051;P0040;6;81016.09;0;59058.47;Online;Confirmada
V00080;16/01/2024;C0058;P0034;27;147088.07;0;73820.76;online;Confirmada
V00917;31/12/2023;C0058;P0021;37;49068.43;0.05;30386.28;Online;Confirmada
V00750;26/01/2023;C0010;P0007;23;26929.24;0;18589.68;online;Confirmada
V00947;16/07/2024;C0035;P0023;29;61407.64;0.15;40158.54;Sucursal;Confirmada
V00168;29/05/2023;C0011;P0006;22;129722.74;0.1;82826.49;online;Confirmada
V00186;10/07/2023;C0009;P0019;21;43151.22;0.15;24035.97;online;Confirmada
V00722;29/02/2024;C0021;P0015;8;104701.34;0.05;52751.77;Online;Confirmada
V00935;31/12/2023;C0021;P0025;34;73709.91;0.05;39839.56;Sucursal;Confirmada
V01180;31/05/2023;C0056;P0031;2;150364.38;0;85075.28;Mayorista;Confirmada
V00824;30/12/2024;C0057;P0006;6;132890.33;0;82826.49;Sucursal;Confirmada
V00419;14/07/2024;C0059;P0001;32;126764.41;0.15;88805.39;Mayorista;Confirmada
V00458;30/08/2023;C0035;P0001;2;138163.65;0.1;88805.39;Online;Confirmada
V00112;14/02/2023;C0055;P0030;34;149723.51;0.05;79943.46;SUCURSAL;Confirmada
V00024;08/07/2023;C0027;P0040;23;78359.32;0;59058.47;Sucursal;Confirmada
V00400;14/12/2025;C0025;P0037;;28305.22;0;20637.97;Sucursal;Confirmada
V00202;17/12/2025;C0048;P0025;1;72327.32;0.1;39839.56;Online;Confirmada
V00360;15/10/2025;C0045;P0031;21;137868.56;0;85075.28;Mayorista;Confirmada
V00716;26/04/2023;C0005;P0004;20;75460.59;0;45750.64;Mayorista;Confirmada
V00091;18/10/2025;C0056;P0004;24;80800.92;0.15;45750.64;SUCURSAL;Confirmada
V00720;26/09/2025;C0023;P0033;1;149789.41;0;87592.08;Online;Confirmada
V00702;21/02/2025;C0022;P0008;2;150823.03;0.1;87430.92;Online;Confirmada
V00487;06/05/2025;C0007;P0035;5;106078.00;0;69092.63;SUCURSAL;Confirmada
V00744;21/08/2025;C0042;P0038;29;50697.92;0.05;30948.72;Sucursal;Confirmada
V00946;03/07/2024;C0025;P0040;5;81722.90;0;59058.47;SUCURSAL;Confirmada
V01130;19/02/2023;C0054;P0037;34;28148.71;0.15;20637.97;online;Confirmada
V00410;12/07/2023;C0025;P0034;23;126705.48;0.05;73820.76;SUCURSAL;Confirmada
V00778;31/12/2024;C0015;P0040;14;81277.16;0.15;59058.47;online;Confirmada
V00294;04/08/2025;C0032;P0020;6;76990.50;0;45649.19;SUCURSAL;Confirmada
V00815;18/06/2025;C0054;P0004;33;81470.96;0;45750.64;online;Confirmada
V00289;11/02/2024;C0014;P0023;33;66666.64;0.1;40158.54;Mayorista;Confirmada
V00483;09/03/2024;C0001;P0011;28;71495.81;0;42100.64;online;Confirmada
V01007;25/10/2024;C0044;P0023;4;66088.58;0;40158.54;Online;Confirmada
V00978;01/07/2025;C0049;P0011;31;70110.72;0.1;42100.64;SUCURSAL;Confirmada
V00773;06/05/2025;C0028;P0027;39;127230.75;0;61799.54;SUCURSAL;Confirmada
V01121;21/03/2025;C0045;P0026;1;106080.67;0.15;75912.18;Online;Confirmada
V00737;14/06/2025;C0017;P0007;11;25842.96;0.15;18589.68;Online;Confirmada
V00767;30/03/2024;C0025;P0010;17;28622.81;0;15802.18;SUCURSAL;Confirmada
V00353;11/03/2025;C0039;P0005;14;142560.79;0.05;76381.11;Online;Confirmada
V01045;17/06/2024;C0017;P0040;24;83769.82;0;59058.47;online;Confirmada
V00254;03/11/2024;C0054;P0017;16;34531.03;0;21329.37;Online;Confirmada
V01160;02/02/2023;C0033;P0018;40;37856.81;0;27465.62;Online;Confirmada
V00189;21/11/2025;C0010;P0006;21;131889.61;0.1;82826.49;Online;Confirmada
V00338;07/10/2023;C0028;P0034;35;127905.07;0;73820.76;Mayorista;Confirmada
V00299;16/01/2025;C0029;P0037;13;27475.59;0;20637.97;Online;Confirmada
V00256;11/09/2024;C0010;P0027;9;110752.70;0.1;61799.54;Sucursal;Confirmada
V00599;28/03/2023;C0060;P0010;11;27268.32;0.05;15802.18;online;Confirmada
V00279;08/10/2023;C0047;P0032;37;60295.82;0.05;41511.75;Mayorista;Confirmada
V00769;05/12/2024;C0060;P0009;27;39196.14;0.1;24765.50;SUCURSAL;Confirmada
V00993;15/10/2023;C0054;P0028;19;137501.74;0;83697.81;Online;Confirmada
V00948;15/03/2023;C0024;P0026;23;109352.01;0.1;75912.18;Sucursal;Confirmada
V00171;07/09/2024;C0046;P0001;6;n/d;0;88805.39;online;Confirmada
V00870;27/08/2024;C0043;P0003;29;98182.11;0;59237.27;Online;Confirmada
V00495;02/08/2024;C0031;P0035;35;97677.31;0;69092.63;SUCURSAL;Confirmada
V00945;13/02/2023;C0008;P0014;3;14000.01;0;7133.98;online;Confirmada
V00381;09/11/2024;C0031;P0034;23;136106.66;0.15;73820.76;online;Confirmada
V00398;13/08/2024;C0046;P0011;25;74783.41;0;42100.64;SUCURSAL;Confirmada
V00510;08/12/2025;C0013;P0022;29;132092.98;0;77007.76;Online;Confirmada
V01199;08/05/2024;C0059;P0008;4;153449.89;0;87430.92;Online;Confirmada
V00640;21/10/2023;C0015;P0003;7;96604.30;0.1;59237.27;online;Confirmada
V00258;08/03/2024;C0038;P0005;38;139795.76;0.15;76381.11;Mayorista;Confirmada
V00438;18/11/2024;C0003;P0001;40;127315.80;0.05;88805.39;Online;Confirmada
V00847;04/03/2023;C0050;P0019;11;44731.68;0.15;24035.97;Mayorista;Confirmada
V01133;23/09/2025;C0020;P0031;5;140297.78;0;85075.28;Mayorista;Confirmada
V00285;21/11/2024;C0005;P0033;12;166742.50;0.15;87592.08;Mayorista;Confirmada
V00155;09/09/2023;C0033;P0008;21;152553.71;0.15;87430.92;online;Confirmada
V00725;24/04/2024;C0050;P0015;11;108062.37;0;52751.77;SUCURSAL;Confirmada
V01047;24/01/2025;C0054;P0020;10;77971.85;0;45649.19;Online;Confirmada
V00880;06/05/2023;C0049;P0025;4;78231.49;0;39839.56;Mayorista;Confirmada
V00655;05/09/2024;C0028;P0016;13;6816.24;0.15;5355.27;online;Confirmada
V00446;12/10/2023;C0031;P0023;14;67098.62;0;40158.54;Mayorista;Confirmada
V00251;14/12/2024;C0047;P0009;11;43809.41;0.1;24765.50;online;Confirmada
V01127;02/09/2025;C0045;P0002;26;84439.45;0.15;45022.51;Online;Confirmada
V00139;06/10/2025;C0043;P0023;29;65243.28;0;40158.54;Mayorista;Confirmada
V00679;24/04/2025;C0009;P0037;5;29164.34;0.1;20637.97;online;Confirmada
V01185;10/12/2024;C0042;P0004;7;75361.07;0;45750.64;Sucursal;Confirmada
V00329;23/10/2024;C0035;P0032;19;67574.47;0;41511.75;SUCURSAL;Confirmada
V00447;08/05/2025;C0044;P0011;4;71216.85;0;42100.64;SUCURSAL;Confirmada
V01110;03/03/2025;C0059;P0010;2;28371.96;0.15;15802.18;Online;Confirmada
